Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
1/1/81,0,-1.5,7.9,17.3,0,0.68,12.91
1/2/81,0,-2.8,5.3,13.5,-1.2,0.49,8.95
1/3/81,0,-3.4,3.9,11.3,-4.5,0.8,8.96
1/4/81,0,-3,7.1,17.2,-1.7,1,13.95
1/5/81,0,-6.8,-0.6,5.5,-11.6,1.28,6.28
1/6/81,0,-6.4,-0.8,4.9,-11.5,1.59,6.38
1/7/81,15.12,0.8,3.4,6,-0.1,0.66,4.41
1/8/81,0,-6.1,0.7,7.6,-4.1,0.61,5.34
1/9/81,0,-5.5,2.1,9.7,-5.5,0.72,8.15
1/10/81,0,-3.5,4.9,13.2,-3.4,0.95,9.25
1/11/81,0,-7.5,-1.8,3.9,-8.9,0.65,4.91
1/12/81,0,-10.5,-4.2,2.2,-11.1,0.84,4.13
1/13/81,0,-10.5,-4.5,1.4,-13.7,0.7,4.73
1/14/81,0,-7.9,2.2,12.4,-6.7,1.01,10.75
1/15/81,0,-3.3,6,15.3,-0.2,0.54,9.23
1/16/81,0,-3.8,3.8,11.4,-3,0.51,7.73
1/17/81,0,-6.8,0.5,7.7,-7.8,0.8,6
1/18/81,0,-8.6,-2.4,3.7,-11.2,0.74,5.25
1/19/81,0,-7.4,1.9,11.1,-9.6,0.91,10.4
1/20/81,3.81,-3.7,5.4,14.5,-4.7,0.99,13.36
1/21/81,15.82,2.4,4,5.5,2.9,0.26,1.61
1/22/81,0,2.9,3.9,4.9,2.6,0.34,1.2
1/23/81,0,1.1,4.1,7.1,2.4,0.28,2.29
1/24/81,0,-1.9,5.1,12.1,0.7,0.26,6.89
1/25/81,0,-0.9,8,16.8,1,0.44,12.55
1/26/81,0,2.9,11.5,20.1,4.9,1.06,14.4
1/27/81,0,9.2,14.4,19.7,8.3,2.14,10.87
1/28/81,0,-0.7,7.4,15.6,5.1,0.71,7.12
1/29/81,0,-1.1,7.7,16.4,-1,0.59,13.4
1/30/81,0,-0.5,9.6,19.6,3,0.68,15.51
1/31/81,0,1.9,7.4,12.9,2.1,1.06,4.49
2/1/81,0,3.3,7.5,11.6,1.5,1.25,5.8
2/2/81,34.19,-2.4,5.6,13.7,3.1,0.64,3.08
2/3/81,0,-9,-3.5,2,-10,0.7,4
2/4/81,0,-8.4,-2,4.5,-8.6,0.63,5.22
2/5/81,0,-5.4,1.1,7.7,-6.9,0.75,6.37
2/6/81,0,-4.5,-0.2,4.2,-6.3,1.04,5.19
2/7/81,0,1.9,6.8,11.7,1.6,0.72,6.42
2/8/81,0,4.2,8.2,12.2,6,0.55,4.34
2/9/81,0,-4.3,3.3,11,-3.8,0.87,8.32
2/10/81,30.09,-1.4,5.5,12.4,-1.5,0.96,9.25
2/11/81,9.68,-5.4,4.5,14.5,4.5,0.57,3.13
2/12/81,0,-11.5,-6.7,-2,-13.9,0.85,3.17
2/13/81,0,-10.5,-3.8,2.9,-12.6,0.97,5.18
2/14/81,0,-3.2,2.4,8,-6.4,1.63,6.93
2/15/81,0,2.6,7.7,12.8,-0.1,1.97,8.13
2/16/81,4.01,7.1,11.4,15.7,7.8,1.45,7.11
2/17/81,3.12,10.6,13.1,15.5,11.8,0.28,2.84
2/18/81,0.58,11.6,15.1,18.6,13.5,0.29,4.84
2/19/81,0,10.4,15.6,20.9,12.8,0.26,9.07
2/20/81,0,7.4,15.1,22.8,10.4,0.33,14.17
2/21/81,0,3.2,12.8,22.4,3,1.05,19.97
2/22/81,0,4.2,14.2,24.2,9,1.12,18.74
2/23/81,0.93,4.9,12.4,19.9,4.5,2.27,13.74
2/24/81,0,0.5,9.3,18.1,-2.8,1.57,16.31
2/25/81,0,0.6,10.8,21.1,-0.8,1.2,19.78
2/26/81,0,3,13.9,24.7,2.5,1.95,24.55
2/27/81,0,5.9,15.9,25.9,5.7,1.81,24.86
2/28/81,0,7.8,17.5,27.3,5.7,2.1,28.12
3/1/81,0.01,11.9,18.2,24.5,9.5,1.71,20.67
3/2/81,17.44,3.8,8.6,13.5,8.3,0.53,2.44
3/3/81,0,2.6,9.3,16,2.7,0.63,11.16
3/4/81,0,4.8,10.8,16.8,3.8,1.23,11.61
3/5/81,30.71,10.2,13,15.8,12,0.27,4.34
3/6/81,0,1.2,9,16.7,4.7,0.9,7.8
3/7/81,0,2.4,8.2,13.9,0.2,1.43,10.05
3/8/81,0,3.3,8.8,14.4,-1.1,2.48,10.01
3/9/81,0,0.3,7.9,15.4,-2.6,1.58,12.44
3/10/81,0,0,7.7,15.4,-1.8,1.2,12.14
3/11/81,0,1.5,9.7,18,1.4,1.19,14.19
3/12/81,0,0.6,9.7,18.7,-0.5,1.31,15.82
3/13/81,0,2.2,9.9,17.7,-0.5,1.58,14.99
3/14/81,0,4.6,13.2,21.8,2.8,1.74,19.6
3/15/81,0,2.5,10.9,19.3,-1,1.7,17.26
3/16/81,6.26,6.5,13.7,20.9,6.4,1.68,15.68
3/17/81,0,0.6,8.9,17.1,-1.5,1.32,14.43
3/18/81,1,4.9,14.1,23.2,2.3,2.39,22.92
3/19/81,8.2,-0.2,9.9,20,2.8,1.42,11.47
3/20/81,0,0.2,6.8,13.4,-4.9,1.66,11.07
3/21/81,0,3.4,10.3,17.3,-2.2,2.58,15.23
3/22/81,33.46,7,13.8,20.5,5.5,1.29,17.18
3/23/81,0,6.3,9.4,12.6,6,1.36,3.42
3/24/81,0,1.2,8,14.8,1.9,0.87,9.06
3/25/81,0,2.2,10.3,18.4,1.1,1.13,14.82
3/26/81,0,2.7,11.2,19.8,1.3,1.07,17.29
3/27/81,0,5.4,14.2,23.1,3.4,1.63,21.49
3/28/81,0,8.3,16,23.8,6.6,2.07,20.73
3/29/81,0,11.5,19,26.5,10.8,2.94,22.51
3/30/81,78.23,13.7,18.5,23.3,13.6,0.93,14
3/31/81,0,11.1,19.2,27.3,10.7,1.25,25.69
4/1/81,22.54,14.7,21.8,28.9,14.9,1.71,24.98
4/2/81,0,7.3,16.9,26.4,7,1.27,26.14
4/3/81,0,10.7,18.9,27.1,6.5,2.17,27.65
4/4/81,0,17.2,22.5,27.8,14.2,4.59,22.36
4/5/81,31.8,11.3,20,28.7,15.3,1.5,20.04
4/6/81,0,5.2,12.8,20.4,3.6,1.42,16.74
4/7/81,0,7.6,14.6,21.7,3.5,1.86,19.07
4/8/81,0,11.1,17.3,23.5,6.4,3.13,20.17
4/9/81,0,14.9,18.8,22.6,13.9,2.57,11.36
4/10/81,0,16.7,21.9,27.1,16.6,1.57,17.22
4/11/81,0,14.5,21.5,28.6,15.1,1.21,22.48
4/12/81,0,16.1,21.6,27.1,15.7,1.43,18.13
4/13/81,0,16.5,22,27.6,16.5,1.51,18.02
4/14/81,0,15.6,22,28.4,16.6,1.25,19.33
4/15/81,0,13.8,22.3,30.8,14.2,2.75,26.49
4/16/81,0,13.8,19.9,26,10.4,3.35,19.81
4/17/81,0,17.5,21.5,25.6,15.7,2.98,14.33
4/18/81,0,16.8,22.7,28.6,17,1.35,20.33
4/19/81,0,16.9,22.7,28.5,17.5,1.41,18.78
4/20/81,2.3,18.3,23.6,29,17.2,2.07,20
4/21/81,0,12.3,19.4,26.4,15,1.31,14.86
4/22/81,0,14.1,20,25.9,14,2.4,16.32
4/23/81,0,16.1,19.4,22.8,17,1.71,7.82
4/24/81,1.99,11.3,17.9,24.4,15.3,0.89,10.06
4/25/81,0,9.1,17.6,26.1,8.8,1.31,24.14
4/26/81,0,10.4,18,25.5,9.7,1.46,21.68
4/27/81,0,11.5,20.3,29.1,10.9,1.93,29.05
4/28/81,0,12.2,20.9,29.6,12.1,1.46,28.13
4/29/81,7.04,15.3,22.7,30.1,15.7,1.46,26.27
4/30/81,0,17.1,23.6,30.1,17.7,1.71,22.86
5/1/81,0,16.5,23.5,30.4,15.7,2.63,26.17
5/2/81,0,8.9,16.6,24.3,10.7,1.69,15.65
5/3/81,0,9.1,16.8,24.5,7,1.91,21.09
5/4/81,0,11.7,19.4,27.2,10,2.02,25.16
5/5/81,0,16.7,22.5,28.2,14.8,2.19,22.53
5/6/81,1.5,16.2,21.3,26.3,15.9,1.56,17.55
5/7/81,0,14.2,19.1,24,14.7,1.81,11.69
5/8/81,0,12.2,17.1,21.9,12.7,1.14,10.65
5/9/81,0,13.4,18.9,24.3,13.7,1.41,13.25
5/10/81,0,16.6,21.1,25.6,15.6,2.26,14.16
5/11/81,2.38,10.4,17.7,25.1,11.3,2.23,17.32
5/12/81,0,8.3,15.3,22.2,8.8,0.84,14.34
5/13/81,0,9.8,17.9,26,9.5,1.43,22.35
5/14/81,3.58,12.3,20.8,29.3,13.4,1.24,26.65
5/15/81,0,9.7,18.6,27.4,12.8,1.6,18.7
5/16/81,0,12.2,17.4,22.5,8.5,2.96,16.62
5/17/81,9.17,13.5,17.2,20.9,12.4,1.39,10.87
5/18/81,2.1,16.2,23.3,30.4,17.5,1.56,23.38
5/19/81,40.29,17.5,24.3,31.2,18.8,1.2,23.84
5/20/81,0,12.6,20.2,27.8,15.1,1.3,15.76
5/21/81,0,8.6,13.8,19,10,0.94,7.94
5/22/81,0,10.4,18.5,26.5,10.2,1.28,23.22
5/23/81,0,13.4,21.2,29,12.7,1.36,26.39
5/24/81,0,15.7,22.2,28.7,15.1,1.7,23.19
5/25/81,0,18.6,24.5,30.5,18.4,1.64,23.49
5/26/81,24.21,19.2,24.3,29.3,19,1.54,19.14
5/27/81,1.36,17.7,22,26.4,18.4,1.01,11.96
5/28/81,0,16.9,21.9,27,17.3,1.57,15.28
5/29/81,0,19,24.7,30.5,18.9,1.55,22.65
5/30/81,0,19.7,25.9,32.2,20.4,0.97,24.09
5/31/81,0,22,27.5,33.1,21.1,2.66,27.51
6/1/81,0,21.6,26.4,31.3,21,1.75,20.1
6/2/81,9.57,22,25.9,29.8,21.5,1.93,15.54
6/3/81,1.21,20.9,26.5,32,21.3,1.28,21.53
6/4/81,2.17,21.7,26.5,31.3,21.9,1.28,19.29
6/5/81,0,23.2,26.9,30.6,23.2,1.29,15.19
6/6/81,0,24.8,28,31.3,23.4,2.31,16.26
6/7/81,0.09,21.1,27.6,34.1,22.7,0.46,25.28
6/8/81,29.52,21.2,25.9,30.6,22.6,0.38,15.21
6/9/81,0,23.4,28.2,33,23.7,1.45,21.89
6/10/81,0,23.8,28.7,33.5,23.8,1.54,22.77
6/11/81,0.6,23.3,29.2,35,23.5,2.34,25.64
6/12/81,3.47,22.1,27.5,32.9,22.4,1.26,21.53
6/13/81,0.02,22.9,27.5,32,23.5,0.9,18.17
6/14/81,0,23,28.1,33.3,23,1.74,22.98
6/15/81,0,22.3,28.1,33.8,22.6,1.99,25.59
6/16/81,0,23.2,28.6,34,22.3,2.79,27.52
6/17/81,0,20,27.1,34.1,21.1,2.5,28.44
6/18/81,0,19.1,25.3,31.5,18.7,1.61,25.17
6/19/81,0,20.7,27.3,33.9,18.9,3.33,31.74
6/20/81,0,23,29.2,35.5,21.4,2.62,33.64
6/21/81,0,22.3,29,35.7,22,2.34,33.8
6/22/81,0,23.7,29.7,35.7,22.2,3.21,34.35
6/23/81,0,22.7,29.2,35.7,22.6,2.14,31.5
6/24/81,0,23.3,29.6,36,21,4.36,36.22
6/25/81,0,23.7,28.1,32.5,21.9,3.94,22.47
6/26/81,16.62,22.2,28.3,34.4,21.5,2.66,28.28
6/27/81,0,16.5,25.1,33.6,15.8,2.62,36.39
6/28/81,0,17.7,25.5,33.2,16.4,1.97,34.43
6/29/81,0.73,22.6,28.5,34.3,19.7,5.64,34.25
6/30/81,0,18.1,24.5,31,18.2,1.24,24.48
7/1/81,0,21.4,26.9,32.4,20.6,1.99,25.2
7/2/81,7.05,21.3,23.9,26.4,21.4,0.98,7.42
7/3/81,0,20.4,23.8,27.2,20.7,0.91,11.22
7/4/81,0,21.3,26.2,31.2,21.2,1.35,20.35
7/5/81,0,23.4,27.3,31.2,22.5,2.42,18.13
7/6/81,22.34,21.7,25.7,29.7,22.3,1.08,13.3
7/7/81,5.05,22.2,26.8,31.4,22.4,1.37,18.62
7/8/81,0,22,27.7,33.4,22.5,1.39,25.66
7/9/81,0,22.7,29,35.3,23.4,1.2,29.2
7/10/81,0,24,30,36,23.4,2.11,31.24
7/11/81,0,22.6,29.7,36.8,22.1,3.04,34.82
7/12/81,0,23.3,29,34.8,22.5,2.54,29.4
7/13/81,0,23.6,29.8,35.9,22.8,2.86,34.68
7/14/81,0,24,30.5,36.9,23.3,2.57,36.21
7/15/81,0,24.7,31.1,37.5,23.3,3.27,37.73
7/16/81,0,24.5,31.2,37.8,23.3,3.18,40.01
7/17/81,0,24.2,30.9,37.7,22.8,3.12,40.9
7/18/81,0,22.2,29.7,37.2,22.4,1.6,38.13
7/19/81,0,24.4,31.2,38.1,22.8,2.75,42.64
7/20/81,9.36,24.3,31.1,38,23.5,2.68,38.76
7/21/81,0,21.5,29.5,37.5,22.3,2.11,38
7/22/81,0,21.6,28.9,36.1,21,2.09,37.02
7/23/81,0,21.7,29.4,37.1,21.2,2.56,39.15
7/24/81,0,22.9,30.4,37.9,21.3,2.96,43.11
7/25/81,0,22.7,30.9,39.1,21.8,2.91,47.6
7/26/81,0,21.8,29.1,36.5,22.3,1.26,32.84
7/27/81,0,23.1,29.6,36,22.2,2.82,34.88
7/28/81,0,23.7,30,36.3,22.8,2.73,34.46
7/29/81,0,24.2,30.1,36.1,22.6,2.9,34.68
7/30/81,0,20.2,27.8,35.4,21.6,1.41,31.14
7/31/81,0,18.6,25.6,32.6,18.8,1.66,27.85
8/1/81,0,19.2,26,32.7,19.5,1.43,28.88
8/2/81,0,20.2,25.8,31.5,19.7,2.15,23.14
8/3/81,0,20.8,27.6,34.4,20.3,1.92,32.86
8/4/81,0,22,29.2,36.5,21.4,2.21,39.77
8/5/81,0,22.3,29.7,37.2,22.2,2.04,39.2
8/6/81,0,23.8,30.6,37.3,22.4,2.93,40.46
8/7/81,0,23.6,30,36.3,22.8,2.68,34.01
8/8/81,0,23.2,28.9,34.7,23,2.12,26.3
8/9/81,0,18.6,26.2,33.7,19.5,1.14,31.97
8/10/81,0,20.3,27.3,34.4,19.2,2.15,35.04
8/11/81,0,22.2,28.4,34.6,20.6,2.92,32.52
8/12/81,0,21.7,29,36.2,20.6,2.45,39.78
8/13/81,0,21.5,28.6,35.8,20.6,3,36.78
8/14/81,0,22.6,29.1,35.5,21.3,3.01,34.21
8/15/81,0,22.1,29.5,36.8,21.7,2.22,37.26
8/16/81,1.03,23.9,30.6,37.4,22.2,3.25,39.2
8/17/81,0,22.3,30.1,37.9,22.7,1.45,39.05
8/18/81,25.33,23.3,28.3,33.4,22.9,1.95,22.94
8/19/81,1.91,22.3,27.2,32,22,2.19,19.61
8/20/81,4.29,21.8,24.1,26.5,21.2,1.86,8.04
8/21/81,9.6,20.8,22.9,25,20.4,1.62,6.42
8/22/81,0,20.7,23.7,26.7,20.2,1.95,9.4
8/23/81,0,19.4,22.6,25.9,19.9,1.18,9.12
8/24/81,0,20.5,26.1,31.7,20.2,1.97,24.36
8/25/81,0,19.2,25.7,32.2,19.9,1.31,25.75
8/26/81,0,20.4,27.1,33.7,19.8,2.21,30.72
8/27/81,0,20.3,27.2,34.1,19.3,2.41,33.09
8/28/81,0,20.9,26.7,32.4,19.9,1.99,26.98
8/29/81,1.86,21.2,26.3,31.4,21.1,1.71,21.24
8/30/81,0,21.7,27.5,33.3,22.2,0.84,24.94
8/31/81,0.48,22.4,28,33.6,22.5,1.45,25.61
9/1/81,0,21.4,26.4,31.4,22.2,1.21,18.09
9/2/81,0,22.2,26.6,30.9,21.9,1.72,18.28
9/3/81,3.81,21.9,26.1,30.3,22.1,1.4,14.72
9/4/81,0,21.5,24.5,27.5,22,0.94,8.71
9/5/81,0,17.1,23.9,30.8,20.2,0.5,20.04
9/6/81,0,18.1,24.4,30.7,18.6,1.25,23.15
9/7/81,0,18.9,25.4,31.9,20.2,1.23,22.18
9/8/81,0,18.8,25.6,32.5,19.7,1.34,26.01
9/9/81,0,13.9,21.6,29.3,17.4,1.29,19.68
9/10/81,0,11.9,20.4,28.9,13.4,0.81,25.24
9/11/81,0,12.7,21.9,31.2,14.5,0.61,29.41
9/12/81,0,15.3,24.1,32.9,16.6,1.11,32.7
9/13/81,0,17.7,25.7,33.7,18.4,1.6,32.41
9/14/81,33.12,20.8,27.5,34.1,20.4,1.67,31.51
9/15/81,4.62,20.3,25.7,31,21.1,0.84,19.91
9/16/81,10.03,17.1,21.3,25.4,20.2,1.07,6.49
9/17/81,0,13.3,20.4,27.4,15.6,1.29,18.63
9/18/81,0,7.9,15.9,23.8,8.7,1.08,18.22
9/19/81,0,6.6,14.5,22.5,7.1,0.87,17.68
9/20/81,0,7,15.5,23.9,8.1,0.67,19.6
9/21/81,0,8.7,17.8,27,10.1,0.77,24.63
9/22/81,0,10.4,19.4,28.5,12,0.93,25.44
9/23/81,0,13.2,22,30.8,16,0.93,26.37
9/24/81,0,10.4,19.2,28.1,14.2,1.14,20.09
9/25/81,0,11.8,20.9,29.9,13.7,0.94,27.43
9/26/81,0,17,24.4,31.7,16.6,2.24,28.85
9/27/81,0,15.2,23.3,31.3,15.9,1.32,28.18
9/28/81,0,16.4,24.1,31.9,17.4,1.36,27.95
9/29/81,0,12.2,21.8,31.4,13.5,1.57,30.01
9/30/81,0,11.3,21.8,32.4,11.1,1.2,37.04
10/1/81,0,13.6,23.6,33.6,14,1.6,37.71
10/2/81,0,13.9,23.5,33.2,15.8,1.57,31.33
10/3/81,0,4.3,14.1,23.8,4.8,1.51,20.98
10/4/81,0,5,14.8,24.5,4.3,1.06,23.31
10/5/81,0,8,18.7,29.5,10.6,1.75,29.19
10/6/81,0,14.6,23.5,32.5,16.4,0.57,30.03
10/7/81,0,15.7,22.7,29.7,16.5,2.5,19.27
10/8/81,25.14,10,15.1,20.2,9.1,1.13,12.84
10/9/81,9.17,10.4,15.4,20.3,11.1,0.77,11.62
10/10/81,5.2,14.7,16.6,18.5,16.6,0.53,1.73
10/11/81,0.03,18.3,21.3,24.2,18.8,0.95,6.9
10/12/81,0,15.3,19.5,23.7,16.5,0.52,9.98
10/13/81,0,14.3,18.1,22,15.3,0.93,8.05
10/14/81,0,13.7,19.2,24.7,10.5,3.7,17.73
10/15/81,0.94,14,17.4,20.8,13.3,2.44,10.25
10/16/81,0,14,19.3,24.7,15.4,0.64,12.61
10/17/81,0,15.7,21.7,27.6,16.8,1.06,18.02
10/18/81,2.25,15.5,22.4,29.3,17.3,1.2,21.04
10/19/81,0,5.3,12.3,19.3,5.3,2.05,14.41
10/20/81,0,1.6,9.7,17.9,0.9,0.69,14.59
10/21/81,0,2.3,11.9,21.4,3.5,0.85,18.79
10/22/81,0,5.6,15.2,24.7,10,1,19.51
10/23/81,8.47,7.7,16.4,25.2,14,0.68,15.01
10/24/81,0.01,2.7,8.6,14.6,1.4,1.24,9.59
10/25/81,0,3.5,9.2,14.8,2.9,1.31,10.56
10/26/81,32.02,9.8,12,14.2,11.9,0.3,1.59
10/27/81,0.78,10,13.9,17.8,11.7,0.59,3.09
10/28/81,0,5,10.8,16.6,7.3,0.43,7.61
10/29/81,0,5.9,13.6,21.2,8.7,0.56,12.92
10/30/81,0,8.5,16.8,25.1,11.3,0.91,17.73
10/31/81,0,11.3,17.7,24.2,13,1.18,14.36
11/1/81,0,14.2,19.3,24.3,13.6,2.44,14.53
11/2/81,0,13.9,17.7,21.5,13.5,1.64,9.24
11/3/81,0,12.7,18.5,24.3,13.8,0.91,13.15
11/4/81,0,13.5,19.7,26,14.5,1.29,17.23
11/5/81,2.64,12.7,18.9,25.2,14.8,0.38,14.16
11/6/81,0,8.6,17.3,25.9,12.6,0.64,17.72
11/7/81,0,2.3,11.3,20.2,4,1.09,16.13
11/8/81,0,2.1,11.6,21.1,3.2,0.59,17.72
11/9/81,0,3.5,13,22.5,5.9,0.93,18.91
11/10/81,0,9.5,15.5,21.5,9.9,1.32,13.05
11/11/81,0,3.5,11,18.6,6.4,0.66,10.78
11/12/81,0,0.3,8.7,17.1,2.9,0.57,11.85
11/13/81,0,1.4,10.9,20.4,3.5,0.75,16.55
11/14/81,0,0.9,10.2,19.4,2.9,0.76,14.77
11/15/81,0,1,10.8,20.7,2.6,0.65,17.25
11/16/81,0,1.9,11.5,21,7.4,0.84,15.26
11/17/81,0,3.4,12.4,21.4,6.4,1.09,15.35
11/18/81,0,1.8,12,22.2,2.3,0.73,20.52
11/19/81,0,3.3,13.7,24.1,9,1.3,20.54
11/20/81,0,4.6,15.1,25.6,10,2.14,13.67
11/21/81,0,-4.7,2.7,10.1,-2.7,0.32,6.89
11/22/81,0,-3.8,3.7,11.1,-3.8,0.61,8.92
11/23/81,0,-1.8,7.3,16.5,-0.9,0.81,13.31
11/24/81,0,1.6,11,20.3,8.5,0.69,12.69
11/25/81,0,0.3,8.8,17.4,2.4,0.47,12.53
11/26/81,0,1.7,10.4,19.1,6.1,0.87,13.05
11/27/81,0,13.8,19.3,24.7,15.2,1.72,13.44
11/28/81,10.23,7.1,13.5,19.8,10.7,0.86,4.91
11/29/81,0,6.4,11.5,16.6,4.1,1.4,11.86
11/30/81,28.93,7.8,10.3,12.8,6.7,0.71,5.6
12/1/81,16.62,9,14.6,20.1,12.8,0.75,5.9
12/2/81,0,0.6,10.3,20.1,4.4,0.96,14.32
12/3/81,0,0.5,7,13.6,-1.1,1.09,9.96
12/4/81,0,1.5,10.1,18.7,1.3,1.56,15.39
12/5/81,0,-1.8,5.6,13.1,-1.8,0.6,9.41
12/6/81,0,-2,5.1,12.2,-2.5,0.68,9.27
12/7/81,0,-0.2,6,12.1,-1.2,0.91,8.84
12/8/81,0,1.3,10.8,20.3,6,0.69,15.16
12/9/81,0,-0.6,8.8,18.3,0,1.09,15.59
12/10/81,0,-3.2,5.2,13.5,-3.9,0.89,10.59
12/11/81,0,-2.7,2.5,7.7,-6.3,1.06,6.95
12/12/81,5.44,0.5,2.9,5.2,-3.2,1.02,5.01
12/13/81,0,1.8,4.7,7.6,-0.5,1.14,5
12/14/81,31.26,4.5,6.2,7.8,4.1,0.5,2.55
12/15/81,0,2.4,5,7.6,4.7,0.31,1.68
12/16/81,0,-2.7,3.7,10.1,-0.4,0.49,6.22
12/17/81,2.93,-1.5,5.2,11.9,2.1,0.71,7.17
12/18/81,0,-4.5,3,10.4,-1.7,0.89,4.09
12/19/81,0,-11.4,-6.3,-1.2,-12.1,0.36,3.11
12/20/81,0,-11.8,-5.4,1,-12.2,0.3,4.2
12/21/81,2.49,-9.9,-2.7,4.5,-9.5,0.55,5.91
12/22/81,2.43,2.1,9,15.8,7.4,0.83,3.97
12/23/81,0.05,6,13.4,20.7,12.5,1.08,7.98
12/24/81,0,2.8,5.3,7.8,1.9,1.45,3.1
12/25/81,17.72,1.3,2.8,4.3,0.5,0.49,2.13
12/26/81,0,1.3,7.3,13.3,2.8,0.44,8.15
12/27/81,0,2.8,7.1,11.4,6.5,0.5,3.4
12/28/81,0,2.6,8.7,14.8,3.2,0.54,10.13
12/29/81,0,1.2,10,18.8,6.1,0.95,8.48
12/30/81,0,-2.5,4.3,11,-1.9,0.61,7.41
12/31/81,33.49,-1.2,5.2,11.5,1.2,0.61,6.89
1/1/82,0,4.2,7,9.9,7,0.31,1.74
1/2/82,0,4.3,7.2,10.2,4.6,0.67,3.03
1/3/82,29.42,7.8,12.8,17.8,11.8,0.54,4.14
1/4/82,0.28,7.6,14.6,21.7,12.7,0.51,7.63
1/5/82,0,-3,4.3,11.6,-4.2,0.56,9.67
1/6/82,0,0,7.1,14.2,-0.8,1.23,11.75
1/7/82,0,10.5,15.8,21.1,12.5,0.86,8.51
1/8/82,0,-3.3,4.1,11.5,0.3,0.68,2.59
1/9/82,0,-7,-1.1,4.9,-7.7,0.72,5.22
1/10/82,0,-6.8,1.3,9.5,-8.3,0.85,8.17
1/11/82,0,-17.2,-11.6,-6,-21.1,0.84,2.31
1/12/82,16.79,-15.4,-8.9,-2.5,-16.7,0.72,3.56
1/13/82,0.07,-5.8,-2.9,0,-5,0.33,2.36
1/14/82,5.97,-7.1,-3.9,-0.7,-5,0.3,1
1/15/82,0,-10.1,-5.9,-1.7,-8.6,0.3,1.81
1/16/82,0,-6.5,1.2,9,-0.1,0.49,4.59
1/17/82,0,-14.6,-5.8,3.1,-11,0.45,2.13
1/18/82,0.46,-13.8,-6.2,1.4,-14,0.88,4.31
1/19/82,0,1.9,8.8,15.7,6.1,0.73,4.43
1/20/82,3.47,11.9,18.8,25.7,13.2,0.39,16.35
1/21/82,2.91,14,17.8,21.5,15.2,0.29,6.09
1/22/82,0.05,15,16.4,17.8,14,1.11,2.34
1/23/82,44.67,11,16.7,22.5,14.4,0.56,8.76
1/24/82,0,-1.4,5.6,12.7,-1.3,1.3,7.94
1/25/82,0,-2.6,3.3,9.3,-5.2,0.84,7.84
1/26/82,0,-3.2,6.3,15.8,-1.8,1.25,10.04
1/27/82,0,-4.8,-0.3,4.1,-8.7,1.1,5.09
1/28/82,1.19,-4,3.9,11.7,-2.9,1.48,9.2
1/29/82,0.01,6.7,10,13.2,5.1,1.22,4.82
1/30/82,0,8.5,13.8,19.2,7.9,1.79,10.71
1/31/82,9.05,11.3,16.1,20.9,12.4,1.59,9.73
2/1/82,1.67,-0.9,6.3,13.6,0.2,1.13,5.47
2/2/82,16.86,0.6,5.6,10.5,-2,1.31,7.39
2/3/82,0.06,5.9,8.5,11,6.2,0.4,2.32
2/4/82,0,0.3,6.1,11.9,2.5,0.32,2.93
2/5/82,0,0.4,2.3,4.1,-1.7,0.96,2.33
2/6/82,0,0,6.1,12.2,1.7,0.74,5.68
2/7/82,7.25,-6.8,-3.4,-0.1,-6.9,0.73,1.53
2/8/82,13.06,-4.6,1.4,7.5,-7,0.96,6.93
2/9/82,0.06,2.5,9,15.5,4.8,0.56,6.29
2/10/82,0,-5.1,1.6,8.2,-2.1,0.27,1.26
2/11/82,0,-4.4,0.3,4.9,-7.4,1.08,4.94
2/12/82,0,0.1,6,11.9,-4.2,1.4,9.16
2/13/82,0,0.4,5,9.5,1.1,0.78,3.72
2/14/82,0,-2.8,2.1,7,-3.3,0.54,4.48
2/15/82,1.87,-1.6,6.3,14.2,2.1,0.71,9.01
2/16/82,43.21,10.7,14.6,18.4,12.2,0.4,4.94
2/17/82,0,11.4,17.2,23,13.1,0.16,9.36
2/18/82,0,6.8,13,19.2,8.6,0.26,9
2/19/82,0,3.2,11.3,19.3,7.4,0.3,8.84
2/20/82,0,1.5,9.3,17.2,3.5,0.22,10.45
2/21/82,0,2,11.5,21.1,4.2,0.54,17.39
2/22/82,0,3.6,11.7,19.8,0.9,1.26,16.25
2/23/82,0,3.2,11.5,19.8,0.1,1.17,17.08
2/24/82,0,4.9,16.1,27.4,5.1,1.4,27.35
2/25/82,0,6.2,15.2,24.1,7.8,1.21,17.65
2/26/82,2.41,3.9,7.3,10.7,-2.2,1.73,7.03
2/27/82,37.22,2.4,4.3,6.1,1.1,0.5,1.62
2/28/82,4.41,2.9,4.9,6.9,2.3,0.48,2.02
3/1/82,0,5.4,7.9,10.3,4.9,0.84,3.73
3/2/82,0,2.1,9.5,17,4.1,0.56,10.7
3/3/82,0,1.7,11.4,21,4.8,0.54,17.11
3/4/82,0,6.9,12.9,18.8,9.1,0.8,9.69
3/5/82,0.29,9,15.8,22.5,11.1,1.37,12.27
3/6/82,6.53,5.2,10.3,15.5,4.7,1.29,8.08
3/7/82,22.3,0.4,2.5,4.6,2.1,0.57,1.64
3/8/82,0,-2.8,2.2,7.2,-3.4,0.68,4.98
3/9/82,0,-2.4,6.1,14.5,-1.8,0.7,11.57
3/10/82,0,1.7,10.5,19.2,1.7,1.15,16.71
